Brand,Model,Price,Boite vitesse,Cylindrée,Puissance fiscale,Kilométrage,Age,Essence,Diesel,Electric
Mercedes_Benz,Classe_C,115.0,True,1.599,9,170.0,10.0,True,False,False
Jaguar,F_Pace,185.0,True,3.0,10,165.0,7.0,False,True,False
Chery,Tiggo_3,47.0,False,1.599,8,75.0,6.0,True,False,False
Hyundai,Tucson,161.0,True,1.599,10,24.0,1.0,True,False,False
Mercedes_Benz,Classe_E,77.0,True,1.8,10,135.0,13.0,True,False,False
Mercedes_Benz,Classe_C,215.0,True,1.599,9,80.0,2.0,True,False,False
Bmw,X4,139.0,True,2.0,10,140.0,6.0,False,True,False
Peugeot,Partner_Origin_Utilitaire,56.0,False,1.559,5,73.0,5.0,False,True,False
Kia,Sportage,95.0,True,1.685,7,139.0,6.0,False,True,False
Cupra,Formentor,155.0,True,2.0,11,41.0,2.0,True,False,False
Mercedes_Benz,Classe_C,245.0,True,1.5,9,6.569,2.0,True,False,False
Seat,Ibiza,76.0,True,0.999,6,45.0,1.0,True,False,False
Seat,Ibiza,73.0,True,0.999,6,46.0,1.0,True,False,False
Kia,Sportage,89.0,False,1.6,6,105.0,6.0,False,True,False
Mercedes_Benz,Classe_C,55.5,False,1.6,9,235.0,11.0,True,False,False
Audi,Q5,47.0,True,2.0,13,255.0,15.0,True,False,False
Volkswagen,Golf_8,139.0,True,1.4,8,40.0,1.0,True,False,False
Mercedes_Benz,Classe_C,89.0,True,1.6,9,164.0,10.0,True,False,False
Mercedes_Benz,Classe_E,138.0,True,1.6,9,132.0,7.0,True,False,False
Seat,Leon,108.0,True,1.4,7,37.0,1.0,True,False,False
Jeep,Wrangler,72.0,False,4.2,8,200.0,35.0,True,False,False
Renault,Clio,38.5,False,1.0,5,135.0,3.0,True,False,False
Audi,A3_Sportback,78.5,False,1.2,6,125.0,5.0,True,False,False
Cupra,Formentor,119.0,True,1.499,8,19.0,2.0,True,False,True
Ford,Fusion,55.5,False,1.6,9,90.0,7.0,True,False,False
Mazda,3,49.5,False,1.5,6,124.0,7.0,True,False,False
Nissan,Juke,42.5,True,1.566,7,160.0,9.0,True,False,False
Citroën,C3,38.0,False,1.2,4,92.0,6.0,True,False,False
Citroën,Berlingo_Utilitaire,58.5,False,1.6,5,31.0,1.0,False,True,False
Bmw,Série_1,138.5,True,1.5,7,40.0,2.0,True,False,False
Bmw,X1,85.0,True,1.6,7,126.0,8.0,True,False,False
Volkswagen,Golf_8,93.0,False,1.5,7,80.0,3.0,True,False,False
Bmw,Série_5,75.0,True,1.6,9,182.0,10.0,True,False,False
Skoda,Fabia,43.0,False,1.6,5,137.0,6.0,True,False,False
Hyundai,Grand_I10,39.8,False,1.0,4,57.0,3.0,True,False,False
Volvo,Xc60,227.0,True,2.0,15,18.0,2.0,True,False,False
Volkswagen,Tiguan,185.0,True,2.0,11,45.0,2.0,False,True,False
Bmw,Série_4_Gran_Coupé,118.0,True,1.499,7,122.0,5.0,True,False,False
Mitsubishi,L200_Simple_Cabine,24.0,False,2.477,8,500.0,15.0,False,True,False
Audi,Q5,70.0,True,3.0,15,369.0,16.0,False,True,False
Peugeot,5008,138.0,True,1.6,9,7.0,1.0,True,False,False
Volkswagen,Golf_8,88.5,False,1.0,6,100.0,3.0,True,False,False
Porsche,Cayenne,68.0,True,3.6,21,207.0,16.0,True,False,False
Peugeot,207,28.5,False,1.4,5,112.0,12.0,True,False,False
Bmw,Série_1,41.5,False,2.0,6,202.0,13.0,False,True,False
Peugeot,Partner,27.0,False,1.6,5,218.0,10.0,False,True,False
Seat,Leon,40.5,False,1.2,6,207.0,11.0,True,False,False
Toyota,C_Hr,69.0,True,1.2,6,155.0,7.0,True,False,False
Kia,Rio_5p,63.5,False,1.2,5,68.0,3.0,True,False,False
Ford,Ranger,134.0,True,2.2,7,229.0,5.0,False,True,False
Hyundai,Creta,79.0,False,1.6,7,76.0,5.0,True,False,False
Bmw,Série_3_Coupé,44.8,False,1.6,7,219.0,15.0,True,False,False
Audi,A5_Sportback,89.0,True,1.8,10,132.0,9.0,True,False,False
Audi,A4,53.0,False,1.8,7,199.0,10.0,True,False,False
Baic_Yx,Kenbo_S3,34.0,False,1.5,7,108.0,7.0,True,False,False
Mg,Gs,54.0,True,1.5,9,149.0,6.0,True,False,False
Nissan,Navara,47.0,False,2.5,8,295.0,16.0,False,True,False
Volkswagen,Golf_7,75.0,False,1.0,6,79.0,5.0,True,False,False
Audi,A6,102.0,True,1.8,10,124.0,8.0,True,False,False
Ford,Ecosport,55.0,True,1.0,7,151.0,5.0,True,False,False
Ford,Focus,54.0,False,1.0,6,114.0,6.0,True,False,False
Mitsubishi,Pajero,59.0,True,3.2,10,384.0,23.0,False,True,False
Land_Rover,Range_Rover_Evoque,205.0,True,2.0,13,43.0,3.0,True,False,True
Nissan,Patrol,54.0,False,2.8,11,166.0,31.0,False,True,False
Mg,Zs,75.0,True,1.5,7,75.0,3.0,True,False,False
Ssangyong,Tivoli,60.0,False,1.6,7,40.0,7.0,True,False,False
Kia,Sportage,97.0,True,1.6,8,124.0,5.0,False,True,False
Mercedes_Benz,Classe_E,248.0,True,1.499,9,15.0,2.0,True,False,False
Renault,Kadjar,69.5,True,1.2,7,141.0,6.0,True,False,False
Mazda,Bt_50,65.5,False,2.2,9,162.0,9.0,False,True,False
Bmw,Série_3,64.5,True,1.6,7,178.0,10.0,True,False,False
Nissan,Qashqai,60.5,False,1.2,6,148.0,8.0,True,False,False
Ford,Ranger,155.0,True,1.9,8,223.0,5.0,False,True,False
Hyundai,Veloster,112.0,True,1.6,11,87.0,5.0,True,False,False
Mercedes_Benz,Classe_C,115.0,True,1.6,8,137.0,7.0,True,False,False
Fiat,Doblo,44.5,False,1.3,5,38.0,3.0,False,True,False
Mercedes_Benz,Gla,83.0,True,1.6,7,201.0,7.0,True,False,False
Volkswagen,Golf_7,69.0,True,1.2,6,135.0,7.0,True,False,False
Mercedes_Benz,Classe_C,228.0,True,1.5,9,29.0,2.0,True,False,False
Mercedes_Benz,Gla,118.0,True,1.6,8,65.0,8.0,True,False,False
Volkswagen,Amarok,94.0,True,2.0,7,215.0,7.0,False,True,False
Land_Rover,Range_Rover_Evoque,97.0,True,2.0,15,138.0,8.0,True,False,False
Bmw,Série_5,109.0,True,1.6,9,119.0,8.0,True,False,False
Hyundai,Tucson_Hybride,145.0,True,1.6,7,51.0,3.0,False,True,True
Mercedes_Benz,Cla,145.0,True,1.461,6,60.0,3.0,False,True,False
Peugeot,Landtrek_Simple_Cabine,78.0,False,1.91,6,45.0,1.0,False,True,False
Opel,Calibra,59.0,False,2.0,8,76.0,30.0,True,False,False
Tesla,Model_3,190.0,True,2.5,8,15.0,1.0,False,False,False
Mercedes_Benz,Gla,180.0,True,1.5,8,25.0,3.0,True,False,True
Bmw,Série_5,110.0,True,1.598,9,102.0,8.0,True,False,False
Ford,Ranger,32.0,False,2.499,10,340.0,13.0,False,True,False
Volkswagen,Golf_7,56.0,False,1.2,5,136.0,9.0,True,False,False
Volkswagen,Golf_7,73.0,False,1.0,5,65.0,5.0,True,False,False
Skoda,Rapid,56.0,False,1.0,5,45.0,5.0,True,False,False
Mini,5_Portes,79.0,True,1.5,7,20.0,5.0,True,False,False
Baic_Yx,Kenbo_S3,35.0,False,1.498,7,145.0,7.0,True,False,False
Hyundai,Ix35,57.0,True,5.0,11,280.0,10.0,False,True,False
Mercedes_Benz,Classe_C,81.0,True,1.6,9,201.0,11.0,True,False,False
Nissan,Qashqai,80.0,True,1.197,6,80.0,5.0,True,False,False
Fiat,Doblo,51.0,False,1.368,6,41.0,3.0,True,False,False
Kia,Rio_5p,32.0,False,1.248,5,205.0,12.0,True,False,False
Audi,Q2,125.0,True,1.498,8,75.0,3.0,True,False,False
Volkswagen,Passat,95.0,True,1.4,8,22.0,2.0,True,False,False
Kia,Sportage,115.0,True,1.598,7,55.0,3.0,False,True,False
Volkswagen,T_Roc,79.0,False,6.0,6,59.0,5.0,True,False,False
Volkswagen,Golf_8,81.0,False,5.001,5,78.0,3.0,True,False,False
Volkswagen,Golf_8,85.5,False,1.0,6,68.0,3.0,True,False,False
Kia,Picanto,49.0,True,1.2,5,85.0,3.0,True,False,False
Honda,City,67.0,True,1.498,6,80.0,2.0,True,False,False
Suzuki,Swift,41.8,False,1.198,5,80.0,3.0,True,False,False
Volkswagen,Polo,53.0,False,0.999,4,63.0,3.0,True,False,False
Fiat,Fiorino,44.5,False,1.3,5,13.0,1.0,False,True,False
Fiat,Panda_City_Cross,43.8,False,1.198,4,72.0,2.0,True,False,False
Seat,Leon,52.5,True,1.198,6,167.0,8.0,True,False,False
Dacia,Dokker_Van,39.0,False,1.5,5,140.0,2.0,True,False,False
Chevrolet,Sonic,41.0,False,1.298,5,87.0,3.0,True,False,False
Volkswagen,Golf_7,57.0,True,1.2,6,170.0,5.0,True,False,False
Audi,A3_Sportback,69.0,False,1.198,6,128.0,6.0,True,False,False
Volkswagen,Golf_8,87.0,False,0.999,6,69.0,3.0,True,False,False
Mg,Hs,83.0,True,1.999,10,46.0,3.0,True,False,False
Mg,Rx8,135.0,True,2.0,16,24.0,1.0,True,False,False
Volkswagen,Virtus,61.0,False,1.0,6,30.0,1.0,True,False,False
Kia,Rio_5p,52.8,False,1.198,5,84.0,3.0,True,False,False
Bmw,Série_3,79.0,True,1.5,7,145.0,8.0,True,False,False
Kia,Cee'd,52.0,False,1.398,6,178.0,5.0,True,False,False
Hyundai,Grand_I10_Sedan,45.8,False,1.198,5,95.0,3.0,True,False,False
Mg,Zs,58.0,False,1.493,7,110.0,3.0,True,False,False
Citroën,C3,34.5,False,1.2,4,119.0,5.0,True,False,False
Ssangyong,Tivoli,74.0,False,1.198,6,43.0,2.0,True,False,False
Gmc,Sierra,380.0,True,2.727,20,53.0,2.0,True,False,False
Mg,Hs,105.0,True,1.49,8,55.0,2.0,True,False,True
Ford,Ecosport,58.0,False,0.998,7,50.0,5.0,True,False,False
Volkswagen,Tiguan,145.0,True,1.968,8,74.0,5.0,False,True,False
Bmw,Série_4_Gran_Coupé,115.0,True,1.5,7,48.0,7.0,True,False,False
Bmw,Série_7,89.0,True,2.979,23,140.0,15.0,True,False,False
Audi,A5_Sportback,90.0,True,1.395,8,198.0,6.0,True,False,False
Mercedes_Benz,Cl,95.0,True,2.51,30,115.0,16.0,True,False,False
Mercedes_Benz,Classe_E_Coupé,249.0,True,2.0,12,80.0,5.0,True,False,False
Land_Rover,Range_Rover_Velar,220.0,True,1.997,16,107.0,5.0,True,False,False
Maserati,Quattroporte,115.0,True,4.244,34,96.0,19.0,True,False,False
Maserati,Levante,250.0,True,2.987,29,66.0,8.0,False,True,False
Toyota,Tundra,260.0,True,5.663,22,106.0,10.0,True,False,False
Bmw,Série_3,63.0,False,3.16,7,168.0,10.0,True,False,False
Ford,Ecosport,72.0,False,0.999,7,18.0,1.0,True,False,False
Honda,City,43.5,True,1.497,7,138.0,6.0,True,False,False
Mercedes_Benz,Classe_C,68.0,True,0.9,8,200.003,13.0,False,True,False
Wallyscar,719,48.05,False,1.6,7,85.795,1.0,True,False,False
Bmw,Série_5,120.0,True,1.597,10,97.0,7.0,True,False,False
Mercedes_Benz,Classe_C,115.0,True,1.6,6,93.0,7.0,False,True,False
Audi,Q2,69.0,True,0.999,6,173.0,7.0,True,False,False
Volkswagen,Golf_7,58.0,False,1.2,6,202.0,6.0,True,False,False
Haval,H6,118.0,True,1.5,8,20.0,2.0,True,False,False
Mg,3,48.0,False,1.5,6,70.0,3.0,True,False,False
Toyota,Agya,37.5,True,1.2,5,64.0,3.0,True,False,False
Jeep,Renegade,66.0,True,1.4,8,130.0,5.0,True,False,False
Kia,Rio_5p,65.0,False,1.198,5,72.0,3.0,True,False,False
Hyundai,I20,64.0,False,1.198,5,54.0,2.0,True,False,False
Kia,Rio_5p,49.8,False,1.198,5,124.0,3.0,True,False,False
Hyundai,Grand_I10,48.5,False,1.198,5,47.0,1.0,True,False,False
Seat,Ibiza,46.0,False,0.999,4,120.0,3.0,True,False,False
Kia,Sorento,72.0,True,2.2,12,352.0,9.0,False,True,False
Citroën,C4,45.0,False,1.2,5,87.0,7.0,True,False,False
Volkswagen,Polo_Sedan,53.0,False,1.4,5,94.0,2.0,True,False,False
Hyundai,Grand_I10,41.8,False,1.198,5,100.0,3.0,True,False,False
Suzuki,Swift,43.5,False,1.2,5,80.0,3.0,True,False,False
Kia,Sportage,78.0,True,1.6,8,96.0,6.0,True,False,False
Volkswagen,Polo,52.5,False,0.999,4,67.0,3.0,True,False,False
Mercedes_Benz,Classe_C,93.0,False,1.6,6,87.0,8.0,False,True,False
Geely,Gx3,58.0,False,1.498,6,90.0,2.0,True,False,False
Kia,Rio_5p,56.0,False,1.2,5,117.0,3.0,True,False,False
Mercedes_Benz,Gla,179.0,True,2.0,8,57.0,3.0,True,False,True
Volkswagen,Passat,125.0,True,1.398,8,51.0,3.0,True,False,False
Seat,Arona,96.0,True,0.999,6,15.0,2.0,True,False,False
Ford,Focus,42.8,False,1.0,6,130.0,8.0,True,False,False
Mercedes_Benz,Glc_Coupé,256.0,True,1.998,12,29.0,3.0,True,False,True
Bmw,Série_5,65.0,True,2.0,9,280.0,9.0,True,False,False
Land_Rover,Range_Rover_Velar,335.0,True,2.0,15,19.0,5.0,True,False,False
Bmw,Série_5,130.0,True,1.598,10,132.0,6.0,True,False,False
Hyundai,Grand_I10,47.8,True,1.198,5,74.0,3.0,True,False,False
Seat,Leon,52.0,False,1.197,5,72.0,10.0,True,False,False
Porsche,Cayenne,125.0,True,3.0,15,176.0,13.0,False,True,False
Skoda,Octavia,100.0,True,1.4,8,10.2,1.0,True,False,False
Great_Wall,M4,46.0,False,1.0,6,36.0,3.0,True,False,False
Mercedes_Benz,Classe_C,65.0,True,1.597,9,220.0,13.0,True,False,False
Hyundai,Grand_I10_Sedan,36.5,False,1.197,5,133.125,9.0,True,False,False
Bmw,Série_3,56.0,False,1.598,7,187.0,9.0,True,False,False
Skoda,Octavia,45.0,True,1.413,7,181.0,9.0,True,False,False
Jeep,Renegade,87.0,True,1.4,8,80.0,3.0,True,False,False
Kia,Rio_5p,47.0,False,1.197,5,69.0,5.0,True,False,False
Kia,Rio_5p,49.9,False,1.199,5,103.0,6.0,True,False,False
Peugeot,308,68.0,True,1.598,9,164.0,8.0,True,False,False
Mg,Gt,35.0,True,1.498,6,174.0,6.0,True,False,False
Bmw,X2,145.0,True,1.499,8,67.0,5.0,True,False,False
Bmw,Série_3,58.0,True,1.598,7,150.0,11.0,True,False,False
Audi,Q3_Sportback,188.0,True,1.498,8,68.0,3.0,True,False,True
Volkswagen,Golf_6,41.0,False,1.197,5,168.0,13.0,True,False,False
Toyota,Prado,65.0,False,6.0,10,330.0,25.0,False,True,False
Peugeot,207,27.5,False,4.0,6,290.0,13.0,False,True,False
Audi,A5_Coupé,75.0,True,4.0,9,109.0,10.0,True,False,False
Mercedes_Benz,Classe_C,85.0,True,1.595,8,179.0,10.0,True,False,False
Land_Rover,Range_Rover_Sport,160.0,True,2.995,24,183.5,10.0,True,False,False
Mercedes_Benz,Classe_E,125.0,True,1.595,9,67.0,5.0,True,False,False
Mitsubishi,Pajero_Sport,36.0,False,1.998,10,450.0,22.0,False,True,False
Haval,H6,82.0,True,1.499,9,70.0,5.0,True,False,False
Volkswagen,Polo_Sedan,41.0,False,1.39,5,58.0,9.0,True,False,False
Seat,Leon,45.0,False,1.2,6,150.0,7.0,True,False,False
Toyota,Agya,45.0,True,1.2,5,37.0,2.0,True,False,False
Toyota,C_Hr,75.0,True,1.197,6,140.0,5.0,True,False,False
Fiat,Doblo,19.0,False,1.8,5,195.0,9.0,False,True,False
Peugeot,208,34.0,False,1.199,5,93.0,5.0,True,False,False
Ford,Focus,36.0,False,1.595,7,180.0,10.0,True,False,False
Hyundai,Grand_I10,51.0,True,1.2,5,69.0,3.0,True,False,False
Volkswagen,Golf_7,53.0,True,1.2,5,250.0,11.0,False,True,False
Peugeot,3008,105.0,True,1.598,9,55.0,2.0,True,False,False
Ssangyong,Tivoli,51.5,False,1.6,8,119.0,6.0,True,False,False
Mercedes_Benz,Classe_C,78.0,True,1.8,8,207.0,10.0,True,False,False
Mercedes_Benz,Cla,159.9,True,1.332,8,60.0,2.0,True,False,True
Volkswagen,Golf_8,104.0,False,0.999,6,23.0,1.0,True,False,False
Volkswagen,Golf_7,76.5,False,0.999,4,40.0,5.0,True,False,False
Renault,Clio,76.0,True,1.598,5,40.0,2.0,True,False,True
Volkswagen,Golf_7,62.5,False,1.2,5,235.0,7.0,True,False,False
Bmw,Série_1,69.0,True,0.899,7,59.0,7.0,True,False,False
Peugeot,407,30.0,False,1.868,8,240.0,17.0,False,True,False
Chery,Tiggo_7_Pro,79.0,True,4.0,9,60.0,3.0,True,False,False
Land_Rover,Range_Rover_Evoque,95.0,True,2.0,15,225.0,10.0,True,False,False
Renault,Kwid_Populaire,35.0,False,0.999,4,50.0,2.0,True,False,False
Kia,Sportage,79.5,True,1.5,7,141.0,6.0,True,False,False
Hyundai,I20,32.0,False,1.197,4,245.0,9.0,True,False,False
Audi,A6,49.0,True,3.0,15,200.0,16.0,False,True,False
Hyundai,Grand_I10,52.0,True,1.197,5,24.0,3.0,True,False,False
Chery,Tiggo_8_Pro,97.0,True,1.598,11,47.0,2.0,True,False,False
Hyundai,Tucson,168.0,True,1.598,10,0.0,0.0,True,False,False
Audi,A4,45.0,False,1.798,7,248.705,11.0,True,False,False
Seat,Tarraco,124.0,True,1.395,9,47.0,3.0,True,False,False
Porsche,Cayenne,185.0,True,3.0,16,175.0,11.0,False,True,False
Ford,Transit_Custom,58.9,False,2.2,7,110.0,5.0,False,True,False
Mercedes_Benz,Classe_E,79.0,True,0.899,10,171.0,11.0,False,True,False
Mercedes_Benz,Classe_E,42.5,True,2.2,10,345.0,18.0,False,True,False
Renault,Symbol,39.0,False,3.0,5,40.0,3.0,True,False,False
Ford,Figo,20.5,False,5.0,5,232.0,11.0,True,False,False
Bmw,X2,183.0,True,1.499,8,0.6,0.0,True,False,False
Bmw,X4,243.0,True,1.998,11,51.0,5.0,True,False,False
Land_Rover,Range_Rover_Sport,200.0,True,2.0,16,122.0,9.0,False,True,False
Mercedes_Benz,Cla,66.0,True,1.595,7,200.0,9.0,True,False,False
Mercedes_Benz,Classe_C,57.0,True,1.796,9,195.21,15.0,True,False,False
Ford,Focus,52.0,False,0.999,6,100.0,6.0,True,False,False
Kia,Rio_5p,63.5,False,1.197,5,86.0,2.0,True,False,False
Volkswagen,Golf_8,86.0,False,0.9,6,87.0,3.0,True,False,False
Alfa_Romeo,Giulietta,40.0,False,1.4,9,160.0,12.0,True,False,False
Peugeot,2008,35.0,False,1.191,5,132.0,10.0,True,False,False
Kia,Sportage,95.0,True,1.6,11,90.0,3.0,True,False,False
Kia,Rio_5p,62.0,False,1.2,5,50.0,3.0,True,False,False
Mazda,Cx_7,29.6,True,1.53,15,154.667,13.0,True,False,False
Jaguar,Xj,65.0,True,3.0,17,140.0,16.0,True,False,False
Mercedes_Benz,Classe_C,116.0,True,1.598,8,125.0,6.0,True,False,False
Dacia,Sandero,45.0,False,0.999,6,118.0,5.0,True,False,False
Volkswagen,Golf_8,87.0,False,0.998,5,50.0,3.0,True,False,False
Volkswagen,Passat,85.0,False,1.498,8,100.0,5.0,True,False,False
Mercedes_Benz,Classe_E,115.0,True,1.998,10,180.0,8.0,True,False,False
Volkswagen,Polo_Sedan,50.0,False,1.398,5,95.0,3.0,True,False,False
Renault,Kadjar,80.0,True,1.149,7,70.0,5.0,True,False,False
Hyundai,Grand_I10_Sedan,45.0,False,1.198,5,15.0,5.0,True,False,False
Peugeot,2008,56.0,True,1.199,6,120.0,6.0,True,False,False
Volkswagen,Passat,63.0,False,1.399,7,140.0,7.0,True,False,False
Bmw,Série_5,148.0,True,1.998,10,100.0,6.0,True,False,False
Volkswagen,Jetta,40.0,False,1.998,8,170.0,11.0,True,False,False
Jeep,Renegade,63.0,True,1.498,8,120.0,6.0,True,False,False
Mercedes_Benz,Classe_S,380.0,True,4.999,48,250.0,7.0,True,False,False
Audi,Q5,89.0,True,2.0,10,157.0,11.0,False,True,False
Bmw,X5,148.0,True,2.0,13,170.0,9.0,False,True,False
Volkswagen,Golf_8,94.0,False,1.5,7,70.0,3.0,True,False,False
Bmw,X4,258.0,True,3.0,15,47.0,3.0,True,False,False
Mercedes_Benz,Classe_C,89.0,True,1.6,8,73.0,8.0,True,False,False
Audi,A4,72.0,True,1.4,8,230.0,6.0,True,False,False
Volkswagen,Golf_7,45.0,False,1.2,5,248.0,10.0,True,False,False
Volkswagen,Golf_8,158.0,True,1.5,8,14.0,1.0,True,False,False
Kia,Sportage,112.0,True,1.6,11,50.0,3.0,True,False,False
Suzuki,Swift,47.0,True,1.2,5,83.0,3.0,True,False,False
Renault,Megane_Sedan,52.0,False,1.3,7,87.0,6.0,True,False,False
Porsche,Cayenne,48.0,True,3.6,21,180.0,17.0,True,False,False
Mercedes_Benz,Ml,75.0,True,3.0,15,212.0,15.0,False,True,False
Renault,Grand_Espace,89.0,False,1.5,5,2.0,0.0,False,True,False
Mg,Hs,68.0,True,2.0,10,105.0,2.0,True,False,False
Bmw,X6,68.0,True,3.5,19,140.0,15.0,True,False,False
Mercedes_Benz,Glb,178.0,True,1.5,8,83.0,2.0,True,False,False
Mercedes_Benz,Gla,128.0,True,1.6,7,45.0,5.0,True,False,False
Nissan,Qashqai,78.0,True,1.2,6,93.0,5.0,True,False,False
Mercedes_Benz,Classe_A,148.0,True,1.3,6,44.0,2.0,True,False,True
Audi,Q8,368.0,True,3.0,23,61.0,3.0,True,False,False
Bmw,Série_3,79.0,True,1.6,7,117.0,7.0,True,False,False
Mercedes_Benz,Classe_A,28.0,False,1.5,6,181.0,15.0,True,False,False
Land_Rover,Range_Rover_Evoque,98.0,True,2.0,15,106.0,8.0,True,False,False
Porsche,Macan,178.0,True,3.0,23,120.0,9.0,True,False,False
Land_Rover,Range_Rover_Sport,208.0,True,3.0,24,96.0,8.0,True,False,False
Mercedes_Benz,Gla,192.0,True,1.5,8,37.0,2.0,True,False,True
Land_Rover,Discovery_Sport,109.0,True,2.2,9,212.0,8.0,False,True,False
Land_Rover,Range_Rover_Sport,208.0,True,3.0,24,96.0,8.0,True,False,False
Bmw,X1,79.0,True,1.5,7,105.0,6.0,True,False,False
Peugeot,3008,95.0,True,1.6,9,30.0,6.0,True,False,False
Porsche,Cayenne,189.0,True,3.0,16,185.0,8.0,False,True,False
Jeep,Renegade,65.0,True,1.4,8,150.0,6.0,True,False,False
Bmw,X5,178.0,True,2.0,13,102.0,8.0,False,True,False
Mercedes_Benz,Classe_C,225.0,True,1.5,9,28.0,2.0,True,False,False
Hyundai,Tucson,162.0,True,1.6,10,24.0,2.0,True,False,False
Toyota,Hilux_Double_Cabine,278.0,True,2.8,9,3.0,1.0,False,True,False
Mercedes_Benz,Gle_Coupé,378.0,True,2.0,8,71.0,3.0,False,True,True
Skoda,Citigo,42.0,False,0.999,4,49.0,6.0,True,False,False
Porsche,Panamera,148.0,True,3.0,20,203.0,12.0,True,False,False
Volkswagen,Golf_8,87.0,False,0.999,6,58.0,2.0,True,False,False
Nissan,Qashqai,73.0,True,1.2,6,97.0,6.0,True,False,False
Mercedes_Benz,Classe_C,68.0,False,2.143,7,220.0,12.0,False,True,False
Bmw,X1,75.0,True,1.499,7,107.0,8.0,True,False,False
Volkswagen,Passat,72.9,False,1.395,7,87.0,7.0,True,False,False
Peugeot,207,26.5,False,1.2,5,260.0,12.0,True,False,False
Volkswagen,Golf_8,127.0,True,1.468,6,102.0,3.0,True,False,True
Skoda,Fabia,58.5,False,0.999,4,35.0,2.0,True,False,False
Skoda,Scala,75.0,False,1.675,6,70.0,3.0,True,False,False
Bmw,Série_1,40.0,False,1.596,7,182.0,15.0,True,False,False
Bmw,Série_4_Gran_Coupé,280.0,True,1.995,10,80.0,2.0,False,True,False
Bmw,Série_3,55.0,False,1.999,10,242.5,12.0,True,False,False
Mercedes_Benz,Eqa,149.0,True,0.899,7,98.0,2.0,False,False,False
Audi,Q4_E_Tron,169.0,True,0.899,9,24.5,2.0,False,False,False
Volkswagen,Caddy,47.5,False,1.6,5,119.7,7.0,False,True,False
Peugeot,308,37.0,False,1.199,5,98.7,10.0,True,False,False
Mercedes_Benz,Glc_Coupé,380.0,True,1.989,11,1.0,0.0,True,False,True
Kia,Carens,45.0,True,1.685,8,213.0,10.0,False,True,False
Suzuki,Dzire,36.0,False,1.197,5,155.0,3.0,True,False,False
Peugeot,508,30.0,False,1.599,7,215.0,12.0,True,False,False
Porsche,Cayenne,65.0,True,3.6,21,204.0,15.0,True,False,False
Hyundai,Veloster,45.0,True,1.591,8,80.0,12.0,True,False,False
Land_Rover,Range_Rover_Evoque,110.0,True,2.0,8,176.5,8.0,False,True,False
Kia,Xceed,97.5,True,1.5,9,48.0,1.0,True,False,False
Kia,Sportage_Hybride,164.0,True,1.598,10,3.583,0.0,True,False,True
Mercedes_Benz,Glc_Coupé,263.0,True,2.0,12,49.5,3.0,True,False,True
Volkswagen,Golf_7,47.0,False,1.197,5,141.0,11.0,True,False,False
Hyundai,Grand_I10,43.5,False,0.998,4,43.2,3.0,True,False,False
Iveco,Daily_Simple_Cabine,110.0,False,3.0,10,70.0,2.0,False,True,False
Mercedes_Benz,Classe_A,69.0,True,1.595,6,123.0,9.0,True,False,False
Audi,A5_Sportback,103.0,True,1.395,8,130.0,6.0,True,False,False
Suzuki,Celerio_Populaire,38.0,False,0.998,4,36.0,2.0,True,False,False
Renault,Clio_Classic,23.0,False,6.0,5,245.0,17.0,True,False,False
Seat,Ibiza,48.5,False,0.999,4,100.0,6.0,True,False,False
Seat,Ibiza,43.5,False,0.999,4,112.0,8.0,True,False,False
Peugeot,208,49.5,False,0.999,5,28.5,3.0,True,False,False
Volkswagen,Polo,64.5,False,1.0,5,70.0,3.0,True,False,False
Bmw,Série_3,34.5,True,2.0,9,220.0,18.0,True,False,False
Toyota,C_Hr,148.0,True,1.7,5,16.0,0.0,True,False,True
Citroën,Jumper,27.0,False,1.6,7,350.0,12.0,False,True,False
Audi,A3,75.0,True,2.0,10,170.0,9.0,True,False,False
Bmw,Série_3,77.0,True,1.6,7,155.0,7.0,True,False,False
Mercedes_Benz,Cla,170.0,True,1.8,7,30.0,2.0,True,False,False
Porsche,Panamera,250.0,True,3.0,15,130.0,8.0,False,True,False
Isuzu,D_Max_Double_Cabine,175.0,False,2.5,8,18.0,0.0,False,True,False
Haval,H9,115.0,True,2.0,15,50.0,6.0,True,False,False
Porsche,Macan,195.0,True,3.0,16,190.0,8.0,False,True,False
Bmw,X6,140.0,True,4.0,22,190.0,13.0,False,True,False
Bmw,Série_5,175.0,True,2.0,10,140.0,3.0,True,False,False
Porsche,Cayenne,128.0,True,3.6,21,200.0,13.0,True,False,False
Peugeot,3008_Gt,80.0,True,1.6,6,190.0,7.0,False,True,False
Mg,Zs,64.0,False,1.5,7,80.0,5.0,True,False,False
Mercedes_Benz,Classe_A,75.0,False,1.8,6,134.0,7.0,True,False,False
Great_Wall,M4,38.0,False,1.5,6,89.0,7.0,True,False,False
Chery,Tiggo_3x,50.0,True,1.0,6,33.0,3.0,True,False,False
Bmw,Série_4_Coupé,250.0,True,2.0,10,2.5,3.0,True,False,False
Audi,Q5,115.0,True,2.0,10,278.0,9.0,False,True,False
Bmw,Série_3,77.0,True,1.8,7,152.0,7.0,True,False,False
Nissan,Qashqai,128.0,True,1.6,8,50.0,2.0,True,False,False
Mercedes_Benz,Classe_E,145.0,True,1.8,9,160.0,6.0,True,False,False
Renault,Symbol,41.0,False,1.2,5,138.0,9.0,True,False,False
