Brand,Model,Price,Boite vitesse,Carrosserie,Couleur extérieure,Couleur intérieure,Cylindrée,Gouvernorat,Génération,Kilométrage,Mise en circulation,Moteur,Nombre de places,Nombre de portes,Puissance,Puissance cumulée,Puissance fiscale,Puissance thermique,Sellerie,Transmission,Énergie
Mercedes-Benz,CLA,88 000DT,Automatique,Berline,Blanc,Noir,1600cm³,Tunis,(117) Coupé Phase 202/2016 - 05/2019,170000km,01.2019,180 1.6 i 16V 7G-DCT,5,4,122ch dyn,,7cv,,Cuir partiel,Traction,Essence
Fiat,Panda,49 500DT,Manuelle,Berline,Noir,Noir,1249cm³,Ariana,(312)01/2012 - Aujourd'hui,3400km,09.2023,,5,5,,,4cv,,Tissu,Traction,Essence
Hyundai,Creta,88 000DT,Automatique,SUV/4x4,Noir,Noir,1591cm³,Tunis,,29000km,01.2019,,5,5,,,7cv,,Tissu,Traction,Essence
KIA,Picanto,41 000DT,Automatique,Berline,Gris argent,Marron,1000cm³,Tunis,(JA)03/2017 - 07/2020,121000km,03.2018,1.2 MPi 16V,4,4,,,41cv,84ch dyn,Cuir intégral,Intégrale,Hybride essence
DS,7 Crossback,114 000DT,Automatique,SUV/4x4,Autre,Noir,1600cm³,Tunis,Crossback11/2017 - 09/2022,118000km,03.2019,1.6 THP 16V S&S,5,5,180ch dyn,,10cv,,Alcantara,Intégrale,Essence
Volkswagen,Golf 2,10 000DT,Manuelle,Compacte,Blanc,Autre,3996cm³,Ariana,II08/1983 - 07/1992,450000km,08.1990,1.05 50cv,5,4,50ch dyn,,6cv,,Tissu,Traction,Essence
Audi,A4,74 000DT,Automatique,Berline,Noir,Gris,1398cm³,Tunis,IV Phase 1 (B9)01/2016 - 06/2019,186000km,09.2018,1.4 TFSi 16V S-Tronic7,5,4,150ch dyn,,8cv,,Tissu,Traction,Essence
Volkswagen,Golf 7,63 000DT,Automatique,Compacte,Gris Shark,Gris,1198cm³,Ariana,VII Phase 2 5 Portes11/2016 - 01/2021,133000km,08.2019,1.2 TSI 16V DSG7,5,5,110ch dyn,,7cv,,Tissu,Traction,Essence
Mercedes-Benz,Classe C,168 000DT,Automatique,Berline,Noir,Marron,1500cm³,Sousse,(205) Berline03/2014 - 04/2021,105000km,04.2021,200 2.0 i 16V 9G-TRONIC,5,5,,,10cv,184ch dyn,Cuir intégral,Intégrale,Hybride essence
Haval,H6,77 000DT,Automatique,SUV/4x4,Noir,Marron,1499cm³,Monastir,II01/2019 - 06/2021,100000km,10.2019,1.5 T 143cv boite auto,5,5,143ch dyn,,9cv,,Cuir intégral,Traction,Essence
Fiat,Doblo,18 000DT,Manuelle,Utilitaire,Blanc,Noir,1248cm³,Ariana,Cargo III (263) Fourgon01/2010 - 02/2015,235000km,05.2016,1.3 MJTD 16V Fourgon court,2,2,90ch dyn,,5cv,,Similicuir,Traction,Diesel
Seat,Leon,50 000DT,Manuelle,Compacte,Noir,Gris,1197cm³,LaManouba,III (5F1) 5 portes Phase 211/2016 - 11/2019,172000km,01.2019,1.2 TSI 16V,5,5,110ch dyn,,6cv,,Tissu,Traction,Essence
Mercedes-Benz,GLC Coupé,280 000DT,Automatique,Coupé,Noir,Marron,1998cm³,Sfax,(X253) SUV Phase 204/2019 - 10/2022,45000km,01.2022,300 e 2.0 i 16V 320 EQ Power 4MATIC 9G-TRONIC,5,5,,320ch dyn,12cv,211ch dyn,Cuir intégral,Traction,Hybride essence
BMW,Série 5,260 000DT,Automatique,Berline,Blanc,Noir,1998cm³,Sfax,(G30) LCI Berline07/2020 - Aujourd'hui,42000km,08.2021,520i 2.0 i 16V Mild Hybrid Steptronic8,5,5,,,10cv,184ch dyn,Cuir intégral,Traction,Hybride essence
BMW,Série 4 Gran Coupé,102 000DT,Automatique,Berline,Noir,Beige,1499cm³,Tunis,(F36) LCI Gran Coupé03/2017 - 07/2021,120000km,05.2019,,5,5,,,7cv,,Cuir intégral,Traction,Essence
Renault,Clio,37 500DT,Manuelle,Berline,Rouge,Noir,1200cm³,Bizerte,IV 5 Portes Phase 211/2016 - 08/2020,114000km,05.2018,,5,5,,,5cv,,Similicuir,Traction,Essence
Citroën,C3,25 500DT,Manuelle,Citadine,Blanc,Noir,1360cm³,Tunis,II (A51)10/2009 - 07/2016,178000km,12.2010,,5,5,,,5cv,,Similicuir,Traction,Essence
BMW,Série 3,65 500DT,Automatique,Berline,Blanc,Rouge,1598cm³,Sfax,(F30) Berline01/2011 - 08/2015,230000km,12.2014,316i 1.6 16V,5,4,136ch dyn,,7cv,,Similicuir,Traction,Essence
Mercedes-Benz,Classe E,46 000DT,Automatique,Berline,Noir,Beige,2200cm³,Bizerte,(211) Phase 2 Berline04/2006 - 12/2009,270000km,08.2008,,5,5,,,10cv,,Cuir intégral,Traction,Diesel
Chery,QQ,25 000DT,Manuelle,Compacte,Bleu,Noir,998cm³,Tunis,10/2016 - Aujourd'hui,12970km,01.2021,,4,4,,,4cv,,Tissu,Traction,Essence
BMW,Série 5,79 000DT,Automatique,Berline,Noir,Beige,1995cm³,Monastir,(F10) Berline10/2010 - 12/2013,300000km,12.2012,528i 3.0 24V,5,4,272ch dyn,,10cv,,Cuir intégral,Traction,Diesel
MG,ZS,75 000DT,Automatique,SUV/4x4,Noir,Marron,1498cm³,Sousse,ZS SUV03/2017 - 11/2021,55000km,12.2020,1.5 L,5,5,114ch dyn,,7cv,,Similicuir,Traction,Essence
Citroën,Xantia,13 000DT,Manuelle,Berline,Gris argent,Noir,1761cm³,Tunis,II (X1)12/1997 - 05/2002,280000km,07.1998,2.1 TD 12V 110cv,5,5,110ch dyn,,7cv,,Tissu,Traction,Diesel
Volkswagen,Tiguan,156 000DT,Automatique,SUV/4x4,Noir,Noir,1998cm³,SidiBouzid,Allspace03/2017 - 07/2020,97000km,02.2018,2.0 TDI 16V BlueMotion DSG7,7,5,150ch dyn,,8cv,,Alcantara,Traction,Diesel
Volkswagen,Golf 7,65 000DT,Manuelle,Coupé,Blanc,Noir,999cm³,SidiBouzid,VII Phase 2 5 Portes11/2016 - 01/2021,144500km,01.2019,,5,4,,,7cv,,Cuir partiel,Traction,Essence
Volkswagen,Tiguan,52 000DT,Manuelle,Compacte,Blanc,Marron,1396cm³,Nabeul,I Phase 205/2011 - 12/2015,191000km,09.2011,1.4 TSI 16V Bluemotion,5,5,150ch dyn,,7cv,,Cuir intégral,Traction,Essence
Audi,A5 Sportback,85 000DT,Automatique,Berline,Noir,Noir,1500cm³,Tunis,II Sportback09/2016 - 10/2019,255000km,04.2019,,5,5,,,8cv,,Cuir intégral,Traction,Essence
BMW,Série 3,172 000DT,Automatique,Berline,Noir,Noir,1600cm³,BenArous,(G20) Berline11/2018 - 05/2022,7700km,05.2022,320i 1.6 i 16V Steptronic8,5,4,170ch dyn,,9cv,,Cuir intégral,Propulsion,Essence
KIA,Sportage,78 500DT,Automatique,SUV/4x4,Noir,Beige,1591cm³,Tunis,IV Phase 109/2015 - 07/2018,156000km,05.2018,,5,5,,,8cv,,Cuir intégral,Traction,Essence
Mercedes-Benz,GLC Coupé,259 000DT,Automatique,Coupé,Blanc,Noir,1998cm³,Monastir,(C253) Coupé Phase 204/2019 - 10/2022,32000km,10.2020,300 e 2.0 i 16V 320 EQ Power 4MATIC 9G-TRONIC,5,4,,320ch dyn,12cv,211ch dyn,Alcantara,Intégrale,Hybride rechargeable essence
Mahindra,KUV 100,29 500DT,Manuelle,SUV/4x4,Blanc,Noir,1200cm³,BenArous,01/2016 - Aujourd'hui,50000km,04.2019,,5,5,,,5cv,,Tissu,Traction,Essence
Citroën,DS5,45 000DT,Automatique,Berline,Gris Shark,Gris,1598cm³,Tunis,10/2011 - 05/2015,150000km,09.2013,,5,5,,,9cv,,Cuir intégral,Traction,Essence
Suzuki,Dzire,38 000DT,Manuelle,Berline,Noir,Noir,1197cm³,Tunis,04/2018 - Aujourd'hui,109000km,03.2021,,5,4,,,5cv,,Tissu,Traction,Essence
Volkswagen,Tiguan,88 000DT,Automatique,SUV/4x4,Noir,Gris,7000cm³,Nabeul,II01/2016 - 07/2020,112000km,10.2018,,5,5,,,8cv,,Tissu,Traction,Essence
Audi,A3 Sportback,55 000DT,Manuelle,Berline,Noir,Noir,1598cm³,Sousse,Cabriolet (8V)10/2013 - 05/2016,205000km,05.2016,1.6 TDI 16V,5,5,110ch dyn,,5cv,,Tissu,Traction,Diesel
KIA,Picanto,43 000DT,Manuelle,Citadine,Gris argent,Autre,998cm³,Tunis,(JA)03/2017 - 07/2020,152000km,08.2019,,5,5,,,4cv,,Similicuir,Traction,Essence
Ford,Focus,43 000DT,Manuelle,Coupé,Gris anthracite,Noir,999cm³,Sousse,,97000km,07.2018,,5,5,,,6cv,,Similicuir,Traction,Essence
Fiat,500,28 000DT,Manuelle,Coupé,Jaune,Autre,1000cm³,Ariana,III Phase 207/2012 - 06/2015,100000km,07.2013,,5,2,,,5cv,,Cuir intégral,Traction,Essence
Geely,GC6,37 000DT,Manuelle,Berline,Blanc,Noir,1498cm³,Sfax,03/2019 - 02/2022,54000km,08.2019,,5,4,,,6cv,,Similicuir,Traction,Essence
Mercedes-Benz,Classe C,72 000DT,Automatique,Berline,Blanc,Noir,899cm³,Tunis,(204) Phase 2 Berline03/2011 - 02/2014,260000km,06.2013,180 CGI 1.6 16V CGI 7G-TRONIC+,5,4,156ch dyn,,9cv,,Cuir partiel,Traction,Essence
Peugeot,208,28 500DT,Manuelle,Compacte,Noir,Noir,1600cm³,Tunis,I 3 Portes03/2012 - 05/2015,145000km,01.2013,1.6 THP 16V,5,3,156ch dyn,,7cv,,Similicuir,Traction,Essence
Renault,Clio Campus,25 500DT,Manuelle,Citadine,Bleu,Autre,1560cm³,Nabeul,Campus Evolution 5 Portes07/2006 - 12/2012,230000km,09.2009,,5,4,,,4cv,,Tissu,Traction,Essence
Fiat,500,40 800DT,Manuelle,Citadine,Bleu,Autre,1242cm³,BenArous,X Phase 209/2018 - Aujourd'hui,108000km,09.2018,,5,3,,,4cv,,Tissu,Traction,Essence
Hyundai,Creta,75 000DT,Manuelle,SUV/4x4,Gris anthracite,Noir,1591cm³,Tunis,,75000km,02.2019,,5,5,,,7cv,,Similicuir,Intégrale,Essence
Renault,Clio,39 500DT,Manuelle,Compacte,Gris argent,Noir,1149cm³,Tunis,IV 5 Portes Phase 211/2016 - 08/2020,86700km,04.2017,,5,5,,,4cv,,Tissu,Traction,Essence
Haval,H6,95 000DT,Automatique,SUV/4x4,Noir,Marron,1499cm³,BenArous,II01/2019 - 06/2021,54700km,02.2021,1.5 T 143cv boite auto,5,5,143ch dyn,,9cv,,Cuir intégral,Traction,Essence
Renault,Clio,9 000DT,Manuelle,Citadine,Gris Shark,Gris,4000cm³,Bizerte,I Société Phase 1&209/1990 - 02/1996,290000km,04.1996,1.2 i,5,5,54ch dyn,,5cv,,Tissu,Propulsion,Essence
Volkswagen,Golf 6,39 000DT,Manuelle,Autres,Noir,Gris,1390cm³,Sfax,VI 5 Portes10/2008 - 12/2015,150000km,11.2012,1.4 i 16V,5,5,80ch dyn,,5cv,,Tissu,Traction,Essence
Great Wall,M4,39 000DT,Manuelle,SUV/4x4,Rouge,Noir,1497cm³,Tunis,I02/2017 - 06/2021,100000km,07.2019,1.5,4,4,94ch dyn,,6cv,,Cuir intégral,Traction,Essence
Fiat,500X,65 000DT,Automatique,SUV/4x4,Bleu,Noir,1400cm³,Tunis,,57500km,12.2018,,5,5,,,7cv,,Tissu,Traction,Essence
Audi,A4,89 000DT,Automatique,Berline,Blanc,Gris,1400cm³,Sousse,IV Phase 1 (B9)01/2016 - 06/2019,133000km,09.2019,1.4 TFSi 16V S-Tronic7,5,4,150ch dyn,,8cv,,Similicuir,Traction,Essence
Volkswagen,Golf 7,75 000DT,Manuelle,Compacte,Blanc,Noir,1198cm³,Sfax,VII 5 Portes08/2012 - 10/2016,155000km,11.2016,1.2 TSI 16V Blue Motion,5,5,110ch dyn,,6cv,,Tissu,Propulsion,Essence
Peugeot,Partner,84 000DT,Manuelle,Monospace,Blanc,Noir,1499cm³,Sfax,(K9)10/2018 - 05/2024,110000km,05.2021,L2 1.5 BlueHDi 16V FAP Cabine Approfondie,5,5,100ch dyn,,6cv,,Tissu,Propulsion,Diesel
Volkswagen,Passat,35 000DT,Manuelle,Berline,Noir,Noir,1899cm³,Sfax,B6 Berline03/2005 - 07/2010,319000km,08.2009,1.9 TDi 105cv,5,5,105ch dyn,,6cv,,Tissu,Propulsion,Diesel
Chevrolet,Captiva,40 000DT,Automatique,SUV/4x4,Noir,Noir,1969cm³,Bizerte,(C100)09/2009 - 12/2011,184000km,07.2010,2.0 VCDI 4WD 16V,5,5,150ch dyn,,10cv,,Cuir intégral,Traction,Diesel
Alfa Romeo,Mito,26 000DT,Manuelle,Berline,Noir,Noir,1598cm³,BenArous,Phase 207/2010 - 04/2013,200000km,01.2013,1.4 MPI 16V MultiAir S&S,5,2,105ch dyn,,6cv,,Alcantara,Intégrale,Essence
KIA,Rio Berline,36 000DT,Manuelle,Citadine,Noir,Noir,1248cm³,Sousse,IV Sedan01/2019 - 12/2022,163746km,08.2016,,5,4,,,5cv,,Similicuir,Traction,Essence
Hyundai,Tucson,104 000DT,Automatique,SUV/4x4,Blanc,Gris,1600cm³,Ariana,III phase 207/2018 - 10/2020,150000km,10.2019,1.6 CRDi 16V 2WD DCT7 S&S,5,4,136ch dyn,,7cv,,Alcantara,Traction,Diesel
Ford,Fiesta,24 500DT,Manuelle,Berline,Gris argent,Noir,999cm³,BenArous,VI 5 portes10/2008 - 05/2013,240000km,11.2010,1.25 i 16V,5,5,60ch dyn,,5cv,,Similicuir,Intégrale,Essence
Hyundai,Solaris,36 500DT,Manuelle,Berline,Bleu,Noir,1400cm³,BenArous,10/2014 - 12/2017,180000km,03.2017,,5,5,,,6cv,,Similicuir,Traction,Essence
Dacia,Dokker Van,27 900DT,Manuelle,Autres,Noir,Gris,1461cm³,Sfax,,164000km,12.2016,,2,4,,,6cv,,Similicuir,Traction,Diesel
BMW,Série 5,79 000DT,Automatique,Berline,Marron,Beige,2000cm³,Ariana,(F10) Berline10/2010 - 12/2013,163000km,04.2012,520i 2.0 16V,5,4,184ch dyn,,10cv,,Cuir intégral,Propulsion,Essence
Audi,A1 Sportback,69 000DT,Automatique,Compacte,Blanc,Noir,1395cm³,Ariana,I Phase 2 Sportback11/2014 - 07/2018,47500km,01.2018,,5,5,,,6cv,,Tissu,Traction,Essence
Audi,A3 Sportback,43 500DT,Manuelle,Citadine,Blanc,Noir,1197cm³,Tunis,,128000km,05.2014,,5,2,,,5cv,,Cuir intégral,Traction,Essence
Jeep,Renegade,68 500DT,Automatique,SUV/4x4,Noir,Noir,1400cm³,BenArous,Phase 208/2018 - Aujourd'hui,100000km,11.2019,1.4 Turbo  4x2,5,5,140ch dyn,,8cv,,Tissu,Traction,Essence
KIA,Sportage,72 000DT,Automatique,SUV/4x4,Blanc,Gris,1600cm³,BenArous,,127000km,09.2018,,5,5,,,8cv,,Cuir intégral,Traction,Essence
Jeep,Renegade,53 000DT,Automatique,SUV/4x4,Blanc,Noir,1300cm³,Tunis,Phase 208/2018 - Aujourd'hui,209000km,08.2017,1.4 Turbo  4x2,5,4,140ch dyn,,8cv,,Tissu,Traction,Essence
Land Rover,Range Rover,450 000DT,Automatique,SUV/4x4,Noir,Marron,3000cm³,Tunis,IV Phase 209/2017 - 04/2022,98000km,11.2019,,5,5,,,25cv,,Cuir intégral,Intégrale,Essence
Land Rover,Range Rover Velar,240 000DT,Automatique,SUV/4x4,Noir,Autre,2000cm³,Tunis,Velar07/2017 - Aujourd'hui,90000km,01.2020,P250 2.0 Si4 16V 4WD,5,5,250ch dyn,,16cv,,Cuir intégral,Intégrale,Essence
KIA,Rio 5p,27 500DT,Manuelle,Coupé,Noir,Noir,1000cm³,Ariana,,145000km,06.2011,,5,5,,,6cv,,Tissu,Traction,Essence
Renault,Kadjar,58 000DT,Manuelle,SUV/4x4,Rouge,Noir,1330cm³,Kébili,06/2015 - 11/2018,140000km,05.2017,1.2 Tce 16V FWD,5,5,131ch dyn,,7cv,,Alcantara,Traction,Essence
Volkswagen,Golf 7,56 000DT,Manuelle,Citadine,Noir,Beige,2000cm³,BenArous,Sportsvan02/2014 - 10/2017,135000km,03.2014,1.4 TSI Blue Motion 16V S&S,5,5,150ch dyn,,5cv,,Similicuir,Traction,Essence
BMW,X1,86 000DT,Automatique,SUV/4x4,Noir,Beige,1800cm³,Monastir,(F48)09/2015 - 06/2019,159000km,04.2016,18i sDrive 1.5 i 12V,5,5,136ch dyn,,7cv,,Cuir intégral,Traction,Essence
Volkswagen,Golf 7,73 000DT,Automatique,Autres,Noir,Noir,1000cm³,Nabeul,VII Phase 2 5 Portes11/2016 - 01/2021,190000km,11.2018,1.5 TSI 16V Blue Motion DSG7,5,4,150ch dyn,,5cv,,Similicuir,Traction,Essence
Nissan,Qashqai,62 000DT,Manuelle,SUV/4x4,Noir,Gris,1598cm³,Ariana,II (J11E)12/2013 - 05/2017,146000km,06.2016,,5,5,,,7cv,,Cuir intégral,Traction,Diesel
Porsche,Cayenne Coupé,580 000DT,Automatique,Coupé,Gris Shark,Noir,2995cm³,Médenine,9Y(E3) Coupé 9YB01/2019 - Aujourd'hui,25000km,06.2024,,5,5,,,19cv,,Cuir intégral,Traction,Hybride rechargeable essence
Peugeot,2008,38 000DT,Manuelle,SUV/4x4,Blanc,Noir,1199cm³,Tunis,(A94) 5HB04/2013 - 10/2019,130000km,09.2015,,5,4,,,5cv,,Tissu,Traction,Essence
Renault,Megane,21 000DT,Manuelle,Compacte,Beige,Beige,1400cm³,Tunis,II Hatchback09/2002 - 10/2008,236000km,01.2004,1.4 i 16V 82cv,5,5,82ch dyn,,6cv,,Similicuir,Traction,Essence
MG,ZS,62 000DT,Automatique,SUV/4x4,Bleu,Marron,1889cm³,Tunis,ZS SUV03/2017 - 11/2021,84000km,06.2019,1.5 L,5,4,114ch dyn,,7cv,,Cuir partiel,Traction,Essence
Ford,Transit Custom,70 000DT,Manuelle,Utilitaire,Beige,Noir,2000cm³,BenArous,Transit 2019 Traction Fourgon06/2019 - Aujourd'hui,65000km,07.2020,290 L2H2 2.0 EcoBlue 16V Fourgon moyen,3,5,105ch dyn,,7cv,,Tissu,Traction,Diesel
Honda,HR-V,78 000DT,Automatique,SUV/4x4,Noir,Gris,1500cm³,Tunis,II (RU)07/2015 - 09/2021,56000km,10.2019,1.5 i-VTEC 16V FWD CVT,5,5,130ch dyn,,7cv,,Tissu,Traction,Essence
KIA,Optima,43 000DT,Automatique,Berline,Blanc,,,Tunis,11/2010 - 07/2015,234000km,04.2012,,,,,,10cv,,Cuir intégral,Traction,Essence
Citroën,C1,32 000DT,Manuelle,Compacte,Rouge,Gris,1000cm³,Tunis,(B4) 3 Portes05/2014 - Aujourd'hui,112000km,01.2018,1.0 e-VTi 12V S&S,5,5,69ch dyn,,4cv,,Tissu,Traction,Essence
Peugeot,207,25 000DT,Manuelle,Citadine,Noir,Gris,1400cm³,Ariana,5 portes03/2006 - 07/2012,340000km,12.2008,1.4 e 16V,5,4,90ch dyn,,6cv,,Tissu,Propulsion,Essence
Mahindra,KUV 100,30 500DT,Manuelle,Compacte,Gris argent,Noir,1198cm³,BenArous,01/2016 - Aujourd'hui,70000km,11.2019,,5,5,,,5cv,,Tissu,Traction,Essence
Volkswagen,Golf 7,67 500DT,Manuelle,Citadine,Noir,Noir,1000cm³,BenArous,VII Phase 2 5 Portes11/2016 - 01/2021,120000km,03.2019,,5,5,,,5cv,,Tissu,Traction,Essence
Audi,A4,33 000DT,Automatique,Berline,Noir,Marron,1798cm³,Tunis,III Phase 2 (B8)11/2011 - 12/2015,169100km,12.2010,1.8 TFSi 16V Multitronic,5,4,120ch dyn,,7cv,,Cuir intégral,Traction,Essence
Mercedes-Benz,Classe C coupé,152 000DT,Automatique,Coupé,Blanc,Noir,1595cm³,Ariana,(205) Coupé09/2015 - 04/2021,84000km,03.2016,180 1.6 i 16V 7G-TRONIC+,4,2,156ch dyn,,8cv,,Cuir partiel,Propulsion,Essence
Ford,Mondeo,115 000DT,Automatique,Berline,Noir,Noir,1500cm³,Bizerte,V (CNG) Berline Phase 204/2019 - Aujourd'hui,17000km,09.2021,1.5 Ti-VCT 16V EcoBoost,5,4,165ch dyn,,9cv,,Cuir intégral,Traction,Essence
Volvo,S40,23 000DT,Manuelle,Berline,Gris argent,Marron,1600cm³,Tunis,II03/2004 - 06/2012,330000km,04.2008,1.6 16V 100cv,5,5,100ch dyn,,6cv,,Similicuir,Traction,Essence
Mercedes-Benz,Classe C,125 000DT,Automatique,Berline,Noir,Noir,1595cm³,Médenine,(205) Berline03/2014 - 04/2021,129000km,02.2016,180 CGI 1.6 16V CGI 7G-TRONIC+,5,4,156ch dyn,,8cv,,Similicuir,Propulsion,Essence
Mercedes-Benz,Sprinter Van,22 000DT,Manuelle,Citadine,Blanc,Noir,2151cm³,Sfax,,10000km,08.2006,,3,2,,,7cv,,Tissu,Traction,Diesel
Toyota,Land Cruiser,40 000DT,Manuelle,SUV/4x4,Bleu,Noir,3000cm³,Ariana,(_J8_)01/1990 - 01/1998,250000km,07.1997,,5,5,,,10cv,,Tissu,Traction,Diesel
Seat,Leon,42 000DT,Manuelle,Coupé,Autre,Noir,1197cm³,Ariana,III (5F5) SC 3 portes Phase 211/2016 - 11/2019,180000km,01.2016,1.4 TSI 16V,5,3,150ch dyn,,6cv,,Cuir partiel,Propulsion,Essence
Volkswagen,Tiguan,153 000DT,Automatique,SUV/4x4,Gris Shark,Noir,1499cm³,Ariana,II Phase 207/2020 - 12/2023,20000km,09.2023,1.5 TSi 16V DSG7,5,5,150ch dyn,,8cv,,Alcantara,Traction,Essence
MG,ZS,66 300DT,Automatique,SUV/4x4,Rouge,Noir,1498cm³,Ariana,ZS SUV03/2017 - 11/2021,110000km,12.2018,1.5 L,5,4,114ch dyn,,7cv,,Similicuir,Traction,Essence
Volkswagen,Golf 6,38 000DT,Manuelle,Citadine,Noir,Noir,1198cm³,Tunis,VI 4-Motion10/2008 - 11/2012,236000km,12.2010,,5,5,,,7cv,,Tissu,Intégrale,Essence
Hyundai,Tucson,120 000DT,Automatique,SUV/4x4,Noir,Beige,1591cm³,Sousse,III phase 207/2018 - 10/2020,55745km,12.2020,1.6 TGDI 16V 2WD DCT7,5,5,177ch dyn,,8cv,,Tissu,Traction,Essence
Mercedes-Benz,Classe A,115 000DT,Manuelle,Compacte,Noir,Noir,1330cm³,Tunis,(W177) Hatchback03/2018 - 02/2023,68000km,01.2020,180 1.3 Ti 16V,5,5,136ch dyn,,7cv,,Alcantara,Intégrale,Essence
Hyundai,Grand i10,50 000DT,Automatique,Citadine,Noir,Noir,1200cm³,Sfax,II phase 111/2020 - 11/2023,63000km,01.2021,,5,4,,,5cv,,Cuir intégral,Traction,Essence
Mahindra,Pick-up SC,34 000DT,Manuelle,Pickup,Blanc,Noir,2200cm³,Sousse,,136000km,11.2020,,2,2,,,7cv,,Similicuir,Traction,Diesel
Citroën,C4,22 000DT,Manuelle,Citadine,Noir,Noir,2400cm³,BenArous,,213000km,07.2007,,5,4,,,6cv,,Tissu,Traction,Essence
Peugeot,307,35 000DT,Manuelle,Compacte,Gris argent,Noir,4000cm³,Gabès,,280000km,01.2006,,5,5,,,5cv,,Cuir partiel,Traction,Essence
Mercedes-Benz,CLA,140 822DT,Automatique,Berline,Noir,Noir,1298cm³,Médenine,II (118) Coupé05/2019 - Aujourd'hui,135000km,06.2021,180 1.3 i 16V GPF 7G-DCT,5,4,136ch dyn,,7cv,,Alcantara,Traction,Essence
BMW,Série 3 coupé,49 000DT,Automatique,Coupé,Noir,Beige,1995cm³,Sousse,(E92) Coupé06/2006 - 02/2010,250000km,08.2007,,5,2,,,10cv,,Cuir intégral,Intégrale,Diesel
Mercedes-Benz,Classe C coupé,38 000DT,Automatique,Coupé,Noir,Beige,2143cm³,Tunis,(203) Phase 2 Coupé01/2004 - 02/2008,400500km,08.2007,,5,4,,,10cv,,Cuir intégral,Intégrale,Diesel
BMW,Série 3 coupé,49 000DT,Automatique,Coupé,Noir,Beige,2000cm³,Sousse,(E92) Coupé06/2006 - 02/2010,250000km,08.2007,320d 2.0 d 16V 177cv,4,2,177ch dyn,,10cv,,Similicuir,Propulsion,Diesel
Ford,Ecosport,75 000DT,Manuelle,SUV/4x4,Gris argent,Noir,1000cm³,BenArous,Phase 311/2017 - Aujourd'hui,38000km,06.2022,,5,5,,,7cv,,Tissu,Traction,Essence
BMW,Série 3,49 000DT,Automatique,Coupé,Bleu,Beige,2996cm³,Sousse,(E92) Coupé06/2006 - 02/2010,250000km,08.2007,320d 2.0 d 16V 177cv,4,2,177ch dyn,,10cv,,Cuir partiel,Intégrale,Diesel
Jeep,Grand Cherokee,55 000DT,Automatique,SUV/4x4,Noir,Gris,3000cm³,Sousse,III (WH)06/2005 - 03/2008,365000km,05.2006,3.0 CRD 24V 4WD,5,5,218ch dyn,,15cv,,Cuir intégral,Intégrale,Diesel
Chevrolet,Cruze,33 000DT,Manuelle,Citadine,Noir,Gris,1598cm³,Tunis,Berline (J300)05/2009 - Aujourd'hui,145000km,02.2018,1.4 i 16V S&S,5,4,100ch dyn,,7cv,,Tissu,Traction,Essence
Mercedes-Benz,Classe A,60 000DT,Automatique,Compacte,Blanc,Noir,1595cm³,Tunis,(W176)09/2012 - 06/2015,163000km,12.2013,180 Turbo 1.6 i 16V Turbo 7G-DCT,5,5,122ch dyn,,6cv,,Cuir partiel,Propulsion,Essence
Mazda,3 sedan,40 500DT,Manuelle,Berline,Gris anthracite,Noir,1498cm³,Tunis,Mazda 3 III Berline07/2013 - 10/2016,180000km,03.2015,,5,5,,,6cv,,Tissu,Traction,Essence
BMW,X1,90 000DT,Automatique,SUV/4x4,Blanc,Noir,1499cm³,Tunis,(F48)09/2015 - 06/2019,114000km,02.2017,18i sDrive 1.5 i 12V Steptronic,5,5,136ch dyn,,7cv,,Cuir intégral,Traction,Essence
BMW,Série 4 Gran Coupé,90 000DT,Automatique,Berline,Bleu,Noir,1598cm³,Tunis,(F36) LCI Gran Coupé03/2017 - 07/2021,120000km,05.2017,418i 1.5 i 12V Steptronic8,5,4,136ch dyn,,7cv,,Cuir intégral,Propulsion,Essence
BMW,Série 5,133 000DT,Automatique,Berline,Blanc,Noir,1995cm³,Tunis,(G30) Berline02/2017 - 06/2020,93000km,04.2018,520i 2.0 i 16V Steptronic8,5,4,184ch dyn,,10cv,,Cuir partiel,Propulsion,Essence
Peugeot,508,47 000DT,Automatique,Berline,Gris argent,Noir,1598cm³,Tunis,II Berline10/2018 - Aujourd'hui,120000km,03.2018,1.6 PureTech EAT8 S&S,5,4,180ch dyn,,9cv,,Tissu,Traction,Essence
Volkswagen,Golf 8,170 000DT,Automatique,Compacte,Blanc,Noir,1984cm³,Sousse,VIII Hatchback07/2019 - Aujourd'hui,84000km,01.2021,,5,4,,,15cv,,Cuir intégral,Traction,Essence
KIA,Sportage,46 000DT,Automatique,SUV/4x4,Gris Shark,Noir,1995cm³,Sousse,III Phase 106/2010 - 12/2013,300000km,12.2010,,4,5,,,11cv,,Cuir intégral,Intégrale,Diesel
BMW,Série 3,67 000DT,Automatique,Berline,Noir,Marron,900cm³,Sousse,(F30) LCI Berline09/2015 - 10/2018,154000km,06.2016,318i 1.5 16V,5,5,136ch dyn,,7cv,,Cuir intégral,Traction,Essence
Volkswagen,Passat,32 000DT,Manuelle,Berline,Noir,Gris,1798cm³,LaManouba,B6 Berline03/2005 - 07/2010,314000km,02.2008,1.9 TDi 105cv,5,4,105ch dyn,,6cv,,Cuir intégral,Traction,Diesel
